age,education,gender,vision_impairment,stimulusName,rationale,stimulusOrder,designName,designCost,rank,designOrder,userKey,compTime,tunedCost,excluded
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,The first was less involved. I found it easier to follow the chart. ,2,stage1-rank1,0.11439,4,2,pyqLfnR0wwRhF5WH9954AwmEUtT2,89085,0,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,The first was less involved. I found it easier to follow the chart. ,2,stage2-rank1,0,1,4,pyqLfnR0wwRhF5WH9954AwmEUtT2,89085,0.15487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,The first was less involved. I found it easier to follow the chart. ,2,stage2-rank2,0.41565,2,0,pyqLfnR0wwRhF5WH9954AwmEUtT2,89085,0.85487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,The first was less involved. I found it easier to follow the chart. ,2,stage2-rank3,0.91565,5,3,pyqLfnR0wwRhF5WH9954AwmEUtT2,89085,1.35487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,The first was less involved. I found it easier to follow the chart. ,2,stage3-rank1,0.08484,3,1,pyqLfnR0wwRhF5WH9954AwmEUtT2,89085,0.69883,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,I liked the transition and movements were easy to follow not to mention on the eyes. The higher you got the more moves it made so i ranked appropriately. ,3,stage1-rank1,0.11439,1,3,pyqLfnR0wwRhF5WH9954AwmEUtT2,157866,0,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,I liked the transition and movements were easy to follow not to mention on the eyes. The higher you got the more moves it made so i ranked appropriately. ,3,stage2-rank1,0,2,2,pyqLfnR0wwRhF5WH9954AwmEUtT2,157866,0.15487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,I liked the transition and movements were easy to follow not to mention on the eyes. The higher you got the more moves it made so i ranked appropriately. ,3,stage2-rank2,0.41565,3,4,pyqLfnR0wwRhF5WH9954AwmEUtT2,157866,0.85487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,I liked the transition and movements were easy to follow not to mention on the eyes. The higher you got the more moves it made so i ranked appropriately. ,3,stage2-rank3,0.91565,4,0,pyqLfnR0wwRhF5WH9954AwmEUtT2,157866,1.35487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,I liked the transition and movements were easy to follow not to mention on the eyes. The higher you got the more moves it made so i ranked appropriately. ,3,stage3-rank1,0,5,1,pyqLfnR0wwRhF5WH9954AwmEUtT2,157866,0.69883,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 1,The 1st was was very comprehensive and the last was somehow not presentable ,0,stage1-rank1,0.11439,1,0,qR4xMC1ZmjciHy16yt162UJKu5e2,424364,0,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 1,The 1st was was very comprehensive and the last was somehow not presentable ,0,stage2-rank1,0,4,1,qR4xMC1ZmjciHy16yt162UJKu5e2,424364,0.15487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 1,The 1st was was very comprehensive and the last was somehow not presentable ,0,stage2-rank2,0.41565,5,3,qR4xMC1ZmjciHy16yt162UJKu5e2,424364,0.85487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 1,The 1st was was very comprehensive and the last was somehow not presentable ,0,stage2-rank3,0.91565,3,2,qR4xMC1ZmjciHy16yt162UJKu5e2,424364,1.35487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 1,The 1st was was very comprehensive and the last was somehow not presentable ,0,stage3-rank1,0.08484,2,4,qR4xMC1ZmjciHy16yt162UJKu5e2,424364,0.69883,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 2,The first was really sound and balanced but there was some kinda stress in the least,1,stage1-rank1,0.11439,1,1,qR4xMC1ZmjciHy16yt162UJKu5e2,246212,0,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 2,The first was really sound and balanced but there was some kinda stress in the least,1,stage2-rank1,0,4,3,qR4xMC1ZmjciHy16yt162UJKu5e2,246212,0.15487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 2,The first was really sound and balanced but there was some kinda stress in the least,1,stage2-rank2,0.41565,5,0,qR4xMC1ZmjciHy16yt162UJKu5e2,246212,0.85487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 2,The first was really sound and balanced but there was some kinda stress in the least,1,stage2-rank3,0.91565,2,2,qR4xMC1ZmjciHy16yt162UJKu5e2,246212,1.35487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 2,The first was really sound and balanced but there was some kinda stress in the least,1,stage3-rank1,0,3,4,qR4xMC1ZmjciHy16yt162UJKu5e2,246212,0.69883,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 3,i love the way actually pop out. it was so presentable ,2,stage1-rank1,0.36439,5,3,qR4xMC1ZmjciHy16yt162UJKu5e2,260620,0.04096,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 3,i love the way actually pop out. it was so presentable ,2,stage2-rank1,0.22139,3,2,qR4xMC1ZmjciHy16yt162UJKu5e2,260620,0.47506,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 3,i love the way actually pop out. it was so presentable ,2,stage2-rank2,1.39426,1,4,qR4xMC1ZmjciHy16yt162UJKu5e2,260620,1.57981,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 3,i love the way actually pop out. it was so presentable ,2,stage2-rank3,2.46565,4,1,qR4xMC1ZmjciHy16yt162UJKu5e2,260620,2.90487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 3,i love the way actually pop out. it was so presentable ,2,stage3-rank1,0.48871,2,0,qR4xMC1ZmjciHy16yt162UJKu5e2,260620,1.24883,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 4,it started with a kinda presentation i kinda love,3,stage1-rank1,1.01439,3,2,qR4xMC1ZmjciHy16yt162UJKu5e2,108196,0.39096,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 4,it started with a kinda presentation i kinda love,3,stage2-rank1,0.74426,5,4,qR4xMC1ZmjciHy16yt162UJKu5e2,108196,0.92981,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 4,it started with a kinda presentation i kinda love,3,stage2-rank2,1.11565,2,0,qR4xMC1ZmjciHy16yt162UJKu5e2,108196,1.25487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 4,it started with a kinda presentation i kinda love,3,stage2-rank3,1.64426,4,3,qR4xMC1ZmjciHy16yt162UJKu5e2,108196,1.52981,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 4,it started with a kinda presentation i kinda love,3,stage3-rank1,0.87229,1,1,qR4xMC1ZmjciHy16yt162UJKu5e2,108196,1.29883,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 2,i have ranked them to the best of my knowledge ,0,stage1-rank1,0.11439,3,2,qjMsnd2pCgcyDQXHV1gYFYKMCO92,345288,0,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 2,i have ranked them to the best of my knowledge ,0,stage2-rank1,0,5,1,qjMsnd2pCgcyDQXHV1gYFYKMCO92,345288,0.15487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 2,i have ranked them to the best of my knowledge ,0,stage2-rank2,0.41565,2,3,qjMsnd2pCgcyDQXHV1gYFYKMCO92,345288,0.85487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 2,i have ranked them to the best of my knowledge ,0,stage2-rank3,0.91565,1,4,qjMsnd2pCgcyDQXHV1gYFYKMCO92,345288,1.35487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 2,i have ranked them to the best of my knowledge ,0,stage3-rank1,0,4,0,qjMsnd2pCgcyDQXHV1gYFYKMCO92,345288,0.69883,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,I used the popularity of the songs as a yardstick to understand the transition ,1,stage1-rank1,0.36439,3,1,qjMsnd2pCgcyDQXHV1gYFYKMCO92,177012,0.04096,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,I used the popularity of the songs as a yardstick to understand the transition ,1,stage2-rank1,0.22139,4,2,qjMsnd2pCgcyDQXHV1gYFYKMCO92,177012,0.47506,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,I used the popularity of the songs as a yardstick to understand the transition ,1,stage2-rank2,1.39426,1,4,qjMsnd2pCgcyDQXHV1gYFYKMCO92,177012,1.57981,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,I used the popularity of the songs as a yardstick to understand the transition ,1,stage2-rank3,2.46565,2,3,qjMsnd2pCgcyDQXHV1gYFYKMCO92,177012,2.90487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,I used the popularity of the songs as a yardstick to understand the transition ,1,stage3-rank1,0.48871,5,0,qjMsnd2pCgcyDQXHV1gYFYKMCO92,177012,1.24883,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 4,"The graphs in this order give an exact, clear representation of temperatures prevalenet during a month",2,stage1-rank1,1.01439,1,3,qjMsnd2pCgcyDQXHV1gYFYKMCO92,117432,0.39096,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 4,"The graphs in this order give an exact, clear representation of temperatures prevalenet during a month",2,stage2-rank1,0.74426,4,2,qjMsnd2pCgcyDQXHV1gYFYKMCO92,117432,0.92981,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 4,"The graphs in this order give an exact, clear representation of temperatures prevalenet during a month",2,stage2-rank2,1.11565,3,0,qjMsnd2pCgcyDQXHV1gYFYKMCO92,117432,1.25487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 4,"The graphs in this order give an exact, clear representation of temperatures prevalenet during a month",2,stage2-rank3,1.64426,5,1,qjMsnd2pCgcyDQXHV1gYFYKMCO92,117432,1.52981,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 4,"The graphs in this order give an exact, clear representation of temperatures prevalenet during a month",2,stage3-rank1,0.87229,2,4,qjMsnd2pCgcyDQXHV1gYFYKMCO92,117432,1.29883,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 1,These are quite authentic representations of the real estate rates prevalent in the two cities ,3,stage1-rank1,0.11439,1,4,qjMsnd2pCgcyDQXHV1gYFYKMCO92,118972,0,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 1,These are quite authentic representations of the real estate rates prevalent in the two cities ,3,stage2-rank1,0,2,1,qjMsnd2pCgcyDQXHV1gYFYKMCO92,118972,0.15487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 1,These are quite authentic representations of the real estate rates prevalent in the two cities ,3,stage2-rank2,0.41565,5,3,qjMsnd2pCgcyDQXHV1gYFYKMCO92,118972,0.85487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 1,These are quite authentic representations of the real estate rates prevalent in the two cities ,3,stage2-rank3,0.91565,3,0,qjMsnd2pCgcyDQXHV1gYFYKMCO92,118972,1.35487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 1,These are quite authentic representations of the real estate rates prevalent in the two cities ,3,stage3-rank1,0.08484,4,2,qjMsnd2pCgcyDQXHV1gYFYKMCO92,118972,0.69883,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 1,i have organized them as best as i can,0,stage1-rank1,0.11439,2,0,roC5SVoDjecezu4jechwbLr1hSV2,215703,0,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 1,i have organized them as best as i can,0,stage2-rank1,0,3,2,roC5SVoDjecezu4jechwbLr1hSV2,215703,0.15487,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 1,i have organized them as best as i can,0,stage2-rank2,0.41565,4,1,roC5SVoDjecezu4jechwbLr1hSV2,215703,0.85487,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 1,i have organized them as best as i can,0,stage2-rank3,0.91565,5,3,roC5SVoDjecezu4jechwbLr1hSV2,215703,1.35487,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 1,i have organized them as best as i can,0,stage3-rank1,0.08484,1,4,roC5SVoDjecezu4jechwbLr1hSV2,215703,0.69883,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 4,"From the give data, this ranking is the best ",1,stage1-rank1,1.01439,2,0,roC5SVoDjecezu4jechwbLr1hSV2,172062,0.39096,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 4,"From the give data, this ranking is the best ",1,stage2-rank1,0.74426,5,1,roC5SVoDjecezu4jechwbLr1hSV2,172062,0.92981,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 4,"From the give data, this ranking is the best ",1,stage2-rank2,1.11565,1,3,roC5SVoDjecezu4jechwbLr1hSV2,172062,1.25487,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 4,"From the give data, this ranking is the best ",1,stage2-rank3,1.64426,4,4,roC5SVoDjecezu4jechwbLr1hSV2,172062,1.52981,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 4,"From the give data, this ranking is the best ",1,stage3-rank1,0.87229,3,2,roC5SVoDjecezu4jechwbLr1hSV2,172062,1.29883,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 2, i have ranked the graphs as good as possile ,2,stage1-rank1,0.11439,3,4,roC5SVoDjecezu4jechwbLr1hSV2,380339,0,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 2, i have ranked the graphs as good as possile ,2,stage2-rank1,0,2,0,roC5SVoDjecezu4jechwbLr1hSV2,380339,0.15487,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 2, i have ranked the graphs as good as possile ,2,stage2-rank2,0.41565,1,2,roC5SVoDjecezu4jechwbLr1hSV2,380339,0.85487,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 2, i have ranked the graphs as good as possile ,2,stage2-rank3,0.91565,5,3,roC5SVoDjecezu4jechwbLr1hSV2,380339,1.35487,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 2, i have ranked the graphs as good as possile ,2,stage3-rank1,0,4,1,roC5SVoDjecezu4jechwbLr1hSV2,380339,0.69883,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 3,based on teh popularity of the songs have ranked the graphs ,3,stage1-rank1,0.36439,3,2,roC5SVoDjecezu4jechwbLr1hSV2,98636,0.04096,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 3,based on teh popularity of the songs have ranked the graphs ,3,stage2-rank1,0.22139,1,3,roC5SVoDjecezu4jechwbLr1hSV2,98636,0.47506,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 3,based on teh popularity of the songs have ranked the graphs ,3,stage2-rank2,1.39426,2,1,roC5SVoDjecezu4jechwbLr1hSV2,98636,1.57981,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 3,based on teh popularity of the songs have ranked the graphs ,3,stage2-rank3,2.46565,5,4,roC5SVoDjecezu4jechwbLr1hSV2,98636,2.90487,TRUE
35-44,Associate or Bachelors degree,Male,no,Stimulus 3,based on teh popularity of the songs have ranked the graphs ,3,stage3-rank1,0.48871,4,0,roC5SVoDjecezu4jechwbLr1hSV2,98636,1.24883,TRUE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,"I noticed how the entire chart was flipped and felt that my ranking had to do with personal preferences, the one I rated as the first was fluid and seemed very accurate. ",0,stage1-rank1,0.36439,2,1,rvtL9EqhpFgba3Kxrn4pxoAjcE92,90145,0.04096,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,"I noticed how the entire chart was flipped and felt that my ranking had to do with personal preferences, the one I rated as the first was fluid and seemed very accurate. ",0,stage2-rank1,0.22139,4,0,rvtL9EqhpFgba3Kxrn4pxoAjcE92,90145,0.47506,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,"I noticed how the entire chart was flipped and felt that my ranking had to do with personal preferences, the one I rated as the first was fluid and seemed very accurate. ",0,stage2-rank2,1.39426,1,3,rvtL9EqhpFgba3Kxrn4pxoAjcE92,90145,1.57981,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,"I noticed how the entire chart was flipped and felt that my ranking had to do with personal preferences, the one I rated as the first was fluid and seemed very accurate. ",0,stage2-rank3,2.46565,3,2,rvtL9EqhpFgba3Kxrn4pxoAjcE92,90145,2.90487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 3,"I noticed how the entire chart was flipped and felt that my ranking had to do with personal preferences, the one I rated as the first was fluid and seemed very accurate. ",0,stage3-rank1,0.48871,5,4,rvtL9EqhpFgba3Kxrn4pxoAjcE92,90145,1.24883,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 2,I noticed more accurate representation in the first scene of evaluating what had happened with the price of stocks. ,1,stage1-rank1,0.11439,1,0,rvtL9EqhpFgba3Kxrn4pxoAjcE92,87310,0,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 2,I noticed more accurate representation in the first scene of evaluating what had happened with the price of stocks. ,1,stage2-rank1,0,3,1,rvtL9EqhpFgba3Kxrn4pxoAjcE92,87310,0.15487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 2,I noticed more accurate representation in the first scene of evaluating what had happened with the price of stocks. ,1,stage2-rank2,0.41565,5,4,rvtL9EqhpFgba3Kxrn4pxoAjcE92,87310,0.85487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 2,I noticed more accurate representation in the first scene of evaluating what had happened with the price of stocks. ,1,stage2-rank3,0.91565,4,3,rvtL9EqhpFgba3Kxrn4pxoAjcE92,87310,1.35487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 2,I noticed more accurate representation in the first scene of evaluating what had happened with the price of stocks. ,1,stage3-rank1,0,2,2,rvtL9EqhpFgba3Kxrn4pxoAjcE92,87310,0.69883,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 1,what I saw the 3rd graph had accurate information and just looked better overall compared to the rest of the graphs given. ,2,stage1-rank1,0.11439,5,3,rvtL9EqhpFgba3Kxrn4pxoAjcE92,68506,0,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 1,what I saw the 3rd graph had accurate information and just looked better overall compared to the rest of the graphs given. ,2,stage2-rank1,0,2,0,rvtL9EqhpFgba3Kxrn4pxoAjcE92,68506,0.15487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 1,what I saw the 3rd graph had accurate information and just looked better overall compared to the rest of the graphs given. ,2,stage2-rank2,0.41565,3,1,rvtL9EqhpFgba3Kxrn4pxoAjcE92,68506,0.85487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 1,what I saw the 3rd graph had accurate information and just looked better overall compared to the rest of the graphs given. ,2,stage2-rank3,0.91565,1,2,rvtL9EqhpFgba3Kxrn4pxoAjcE92,68506,1.35487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 1,what I saw the 3rd graph had accurate information and just looked better overall compared to the rest of the graphs given. ,2,stage3-rank1,0.08484,4,4,rvtL9EqhpFgba3Kxrn4pxoAjcE92,68506,0.69883,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 4,The graph looked smooth and seemed to have more accurate representation of what I would see personally compared to the other charts given to me to evaluate. ,3,stage1-rank1,1.01439,2,0,rvtL9EqhpFgba3Kxrn4pxoAjcE92,59489,0.39096,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 4,The graph looked smooth and seemed to have more accurate representation of what I would see personally compared to the other charts given to me to evaluate. ,3,stage2-rank1,0.74426,4,4,rvtL9EqhpFgba3Kxrn4pxoAjcE92,59489,0.92981,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 4,The graph looked smooth and seemed to have more accurate representation of what I would see personally compared to the other charts given to me to evaluate. ,3,stage2-rank2,1.11565,3,3,rvtL9EqhpFgba3Kxrn4pxoAjcE92,59489,1.25487,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 4,The graph looked smooth and seemed to have more accurate representation of what I would see personally compared to the other charts given to me to evaluate. ,3,stage2-rank3,1.64426,5,2,rvtL9EqhpFgba3Kxrn4pxoAjcE92,59489,1.52981,FALSE
18-24,Associate or Bachelors degree,Male,no,Stimulus 4,The graph looked smooth and seemed to have more accurate representation of what I would see personally compared to the other charts given to me to evaluate. ,3,stage3-rank1,0.87229,1,1,rvtL9EqhpFgba3Kxrn4pxoAjcE92,59489,1.29883,FALSE
25-34,Associate or Bachelors degree,Female,no,Stimulus 2,presentation is very good best chart the worst chest its missing,0,stage1-rank1,0.11439,3,3,tbQVoSoyygXAXoMVqL5fgd5bNdz1,412852,0,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 2,presentation is very good best chart the worst chest its missing,0,stage2-rank1,0,1,4,tbQVoSoyygXAXoMVqL5fgd5bNdz1,412852,0.15487,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 2,presentation is very good best chart the worst chest its missing,0,stage2-rank2,0.41565,2,2,tbQVoSoyygXAXoMVqL5fgd5bNdz1,412852,0.85487,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 2,presentation is very good best chart the worst chest its missing,0,stage2-rank3,0.91565,4,1,tbQVoSoyygXAXoMVqL5fgd5bNdz1,412852,1.35487,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 2,presentation is very good best chart the worst chest its missing,0,stage3-rank1,0,5,0,tbQVoSoyygXAXoMVqL5fgd5bNdz1,412852,0.69883,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 1,Best is give good presentation and worst is do not,1,stage1-rank1,0.11439,5,1,tbQVoSoyygXAXoMVqL5fgd5bNdz1,159452,0,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 1,Best is give good presentation and worst is do not,1,stage2-rank1,0,4,3,tbQVoSoyygXAXoMVqL5fgd5bNdz1,159452,0.15487,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 1,Best is give good presentation and worst is do not,1,stage2-rank2,0.41565,2,2,tbQVoSoyygXAXoMVqL5fgd5bNdz1,159452,0.85487,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 1,Best is give good presentation and worst is do not,1,stage2-rank3,0.91565,3,4,tbQVoSoyygXAXoMVqL5fgd5bNdz1,159452,1.35487,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 1,Best is give good presentation and worst is do not,1,stage3-rank1,0.08484,1,0,tbQVoSoyygXAXoMVqL5fgd5bNdz1,159452,0.69883,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 3,Best is give good presentation and worst is do not,2,stage1-rank1,0.36439,3,3,tbQVoSoyygXAXoMVqL5fgd5bNdz1,168656,0.04096,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 3,Best is give good presentation and worst is do not,2,stage2-rank1,0.22139,1,2,tbQVoSoyygXAXoMVqL5fgd5bNdz1,168656,0.47506,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 3,Best is give good presentation and worst is do not,2,stage2-rank2,1.39426,4,4,tbQVoSoyygXAXoMVqL5fgd5bNdz1,168656,1.57981,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 3,Best is give good presentation and worst is do not,2,stage2-rank3,2.46565,5,0,tbQVoSoyygXAXoMVqL5fgd5bNdz1,168656,2.90487,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 3,Best is give good presentation and worst is do not,2,stage3-rank1,0.48871,2,1,tbQVoSoyygXAXoMVqL5fgd5bNdz1,168656,1.24883,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 4,Best is give good presentation and worst is do not,3,stage1-rank1,1.01439,1,2,tbQVoSoyygXAXoMVqL5fgd5bNdz1,138065,0.39096,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 4,Best is give good presentation and worst is do not,3,stage2-rank1,0.74426,2,1,tbQVoSoyygXAXoMVqL5fgd5bNdz1,138065,0.92981,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 4,Best is give good presentation and worst is do not,3,stage2-rank2,1.11565,5,0,tbQVoSoyygXAXoMVqL5fgd5bNdz1,138065,1.25487,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 4,Best is give good presentation and worst is do not,3,stage2-rank3,1.64426,3,4,tbQVoSoyygXAXoMVqL5fgd5bNdz1,138065,1.52981,TRUE
25-34,Associate or Bachelors degree,Female,no,Stimulus 4,Best is give good presentation and worst is do not,3,stage3-rank1,0.87229,4,3,tbQVoSoyygXAXoMVqL5fgd5bNdz1,138065,1.29883,TRUE
55-64,High school graduate (or equivalent),Female,no,Stimulus 3,I actually think they were all good but number oneI liked how the lines moved to the right and then adjusted in height. The worst really  isn't that bad and I just put it as 5th because it was the actual final one I looked at,0,stage1-rank1,0.36439,4,2,xttQ4FWfcrQ59yXrjoMryS4vhK63,626350,0.04096,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 3,I actually think they were all good but number oneI liked how the lines moved to the right and then adjusted in height. The worst really  isn't that bad and I just put it as 5th because it was the actual final one I looked at,0,stage2-rank1,0.22139,2,3,xttQ4FWfcrQ59yXrjoMryS4vhK63,626350,0.47506,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 3,I actually think they were all good but number oneI liked how the lines moved to the right and then adjusted in height. The worst really  isn't that bad and I just put it as 5th because it was the actual final one I looked at,0,stage2-rank2,1.39426,3,4,xttQ4FWfcrQ59yXrjoMryS4vhK63,626350,1.57981,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 3,I actually think they were all good but number oneI liked how the lines moved to the right and then adjusted in height. The worst really  isn't that bad and I just put it as 5th because it was the actual final one I looked at,0,stage2-rank3,2.46565,5,0,xttQ4FWfcrQ59yXrjoMryS4vhK63,626350,2.90487,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 3,I actually think they were all good but number oneI liked how the lines moved to the right and then adjusted in height. The worst really  isn't that bad and I just put it as 5th because it was the actual final one I looked at,0,stage3-rank1,0.48871,1,1,xttQ4FWfcrQ59yXrjoMryS4vhK63,626350,1.24883,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 4,"I like the fade of the number one that I chose.  I didn't particularly like how the ""0"" appeared and then the lines came in",1,stage1-rank1,1.01439,1,1,xttQ4FWfcrQ59yXrjoMryS4vhK63,337418,0.39096,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 4,"I like the fade of the number one that I chose.  I didn't particularly like how the ""0"" appeared and then the lines came in",1,stage2-rank1,0.74426,5,0,xttQ4FWfcrQ59yXrjoMryS4vhK63,337418,0.92981,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 4,"I like the fade of the number one that I chose.  I didn't particularly like how the ""0"" appeared and then the lines came in",1,stage2-rank2,1.11565,2,4,xttQ4FWfcrQ59yXrjoMryS4vhK63,337418,1.25487,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 4,"I like the fade of the number one that I chose.  I didn't particularly like how the ""0"" appeared and then the lines came in",1,stage2-rank3,1.64426,3,3,xttQ4FWfcrQ59yXrjoMryS4vhK63,337418,1.52981,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 4,"I like the fade of the number one that I chose.  I didn't particularly like how the ""0"" appeared and then the lines came in",1,stage3-rank1,0.87229,4,2,xttQ4FWfcrQ59yXrjoMryS4vhK63,337418,1.29883,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 2,On number one I like how the line goes down and then it springs back  On number five I not fond of it squeezing together first before the line shows,2,stage1-rank1,0.11439,3,3,xttQ4FWfcrQ59yXrjoMryS4vhK63,354832,0,FALSE
